session_code,id_in_session,participant_code,channel,nickname,body,timestamp
um435zd7,152,xqjbc668,14-bargaining_tdl_main-130_1_3,RightPartner,"But yeah, we can make this pretty easy by just agreeing early that we'll go with each other.",1787591737.3729591
um435zd7,153,y77a4hta,14-bargaining_tdl_main-129_1_3,RightPartner,Right?!,1787591739.4006796
um435zd7,162,b15rd1da,14-bargaining_tdl_main-130_1_2,RightPartner,i don't know yet lol,1787591740.5793872
um435zd7,179,968mz4yw,14-bargaining_tdl_main-133_2_3,LeftPartner,"I would like to support you, if I have your vote to support me.",1787591746.2908998
um435zd7,152,xqjbc668,14-bargaining_tdl_main-130_1_2,LeftPartner,it doesn't show your other text in the same page?,1787591756.8852482
um435zd7,190,jxj0j4oo,14-bargaining_tdl_main-130_1_3,LeftPartner,Im chatting with both,1787591757.4306324
um435zd7,179,968mz4yw,14-bargaining_tdl_main-133_2_3,LeftPartner,I like purple better than yellow.... not sure what else I can say.,1787591760.753863
um435zd7,178,becuite9,14-bargaining_tdl_main-129_1_3,LeftPartner,"Since we have 8 minutes still, anything on your mind? Anything going on?",1787591763.9977875
um435zd7,151,eey9ixt8,14-bargaining_tdl_main-127_2_3,RightPartner,these studies are why i am so glad for youtube. at least i can listen to random facts while waiting for the clock,1787591767.3175848
um435zd7,162,b15rd1da,14-bargaining_tdl_main-130_1_2,RightPartner,"it does, i just dont know who to support yet",1787591774.7457464
um435zd7,153,y77a4hta,14-bargaining_tdl_main-129_1_3,RightPartner,"I'm watching the trial on TV, wby?",1787591776.111165
um435zd7,152,xqjbc668,14-bargaining_tdl_main-130_1_3,RightPartner,"The amount of studies where they go ""actually, you were doing x"" at the end is really high.",1787591781.3393545
um435zd7,180,vom6ojon,14-bargaining_tdl_main-132_1_2,RightPartner,To maximize earnings we should be on the same page on who we are siding with. ,1787591782.5851643
um435zd7,210,0fdyk30v,14-bargaining_tdl_main-135_2_3,RightPartner,"I got you, Orange",1787591791.3107862
um435zd7,200,vxyd48rl,14-bargaining_tdl_main-134_1_3,LeftPartner,How should westart?,1787591791.5626445
um435zd7,152,xqjbc668,14-bargaining_tdl_main-130_1_2,LeftPartner,"Aah, gotcha. What factor would determine it for you?",1787591791.864642
um435zd7,162,b15rd1da,14-bargaining_tdl_main-130_2_3,LeftPartner,what do you think,1787591793.071168
um435zd7,178,becuite9,14-bargaining_tdl_main-129_1_3,LeftPartner,"working remote from home, but work is so slow so I jumped on Prolific lol",1787591794.8811657
um435zd7,148,diltflrb,14-bargaining_tdl_main-127_2_3,LeftPartner,"Haha yeah, I don't know what else to go over. Seems like a straightforward decision. ",1787591806.0617452
um435zd7,179,968mz4yw,14-bargaining_tdl_main-133_1_2,RightPartner,I fully intend to support purple because I like that color better. Nothing personal.,1787591808.7250154
um435zd7,200,vxyd48rl,14-bargaining_tdl_main-134_1_3,LeftPartner,Do you have any suggestions for me?,1787591810.7506206
um435zd7,180,vom6ojon,14-bargaining_tdl_main-132_2_3,LeftPartner,To maximize earnings we should be on the same page on who we are siding with. ,1787591817.741597
um435zd7,201,194vm9nk,14-bargaining_tdl_main-137_1_3,LeftPartner,Hello!,1787591821.5462103
um435zd7,173,j3ogxj1e,14-bargaining_tdl_main-137_1_3,RightPartner,hi,1787591827.203892
um435zd7,201,194vm9nk,14-bargaining_tdl_main-137_2_3,RightPartner,Hello!,1787591827.33542
um435zd7,190,jxj0j4oo,14-bargaining_tdl_main-130_1_3,LeftPartner,yea I wondered about that too but based on the instructions im sticking with our agreement,1787591832.9308288
um435zd7,200,vxyd48rl,14-bargaining_tdl_main-134_1_3,LeftPartner,"Hey, is anyone there?",1787591835.1543033
um435zd7,151,eey9ixt8,14-bargaining_tdl_main-127_2_3,RightPartner,"not much to talk about , maybe yellow is part of the plan",1787591837.2064867
um435zd7,191,7g2cfmdw,14-bargaining_tdl_main-132_2_3,RightPartner,"Hello, I would like to form a partnership so we can have the 3 payout. If you agree, i will support you as well",1787591838.158147
um435zd7,174,5hp0g1va,14-bargaining_tdl_main-136_1_2,LeftPartner,I will support you if you support me,1787591840.147597
um435zd7,156,7d2fyyjq,14-bargaining_tdl_main-133_1_3,RightPartner,Who do you choose to support?,1787591841.7130303
um435zd7,153,y77a4hta,14-bargaining_tdl_main-129_1_3,RightPartner,Same same. I love prolific lol. I'm a stay at home mom right now but previously a medical speech pathologist that worked in a nursing home and did home health,1787591845.837266
um435zd7,162,b15rd1da,14-bargaining_tdl_main-130_1_2,RightPartner,i think orange and yellow are a good pair in terms of colors,1787591848.1513996
um435zd7,201,194vm9nk,14-bargaining_tdl_main-137_1_3,LeftPartner,How're you doing today?,1787591853.2085025
um435zd7,174,5hp0g1va,14-bargaining_tdl_main-136_1_2,LeftPartner,that way we can both earn 3  what you think,1787591854.0846672
um435zd7,186,3zmvxg22,14-bargaining_tdl_main-137_2_3,LeftPartner,"Hello, let's team up",1787591856.4767976
um435zd7,173,j3ogxj1e,14-bargaining_tdl_main-137_1_3,RightPartner,"how many rounds do we get, did it mention that?",1787591857.8757734
um435zd7,193,ufkybszm,14-bargaining_tdl_main-133_1_3,LeftPartner,i support you,1787591865.0973122
um435zd7,190,jxj0j4oo,14-bargaining_tdl_main-130_2_3,RightPartner,I think mutual support makes the most sense based on the instructions,1787591866.0047233
um435zd7,152,xqjbc668,14-bargaining_tdl_main-130_1_2,LeftPartner,"Haha, fair enough. ",1787591866.3237002
um435zd7,181,gr1mpoq5,14-bargaining_tdl_main-134_1_3,RightPartner,My other participant has left the chat. Are you communicating with two active participants?,1787591866.635861
um435zd7,162,b15rd1da,14-bargaining_tdl_main-130_1_2,RightPartner,i got nothing else to go off of,1787591867.2189379
um435zd7,202,ft9qw6c8,14-bargaining_tdl_main-136_1_2,RightPartner,okay we can do that,1787591868.153197
um435zd7,173,j3ogxj1e,14-bargaining_tdl_main-137_1_3,RightPartner,annoyed by the instructions :),1787591869.1779635
um435zd7,152,xqjbc668,14-bargaining_tdl_main-130_1_3,RightPartner,"Sounds good, same here. ",1787591871.5981066
um435zd7,173,j3ogxj1e,14-bargaining_tdl_main-137_1_2,LeftPartner,hi,1787591871.8175771
um435zd7,174,5hp0g1va,14-bargaining_tdl_main-136_1_3,RightPartner,I am deciding still who to support what you thinking ,1787591872.4268372
um435zd7,193,ufkybszm,14-bargaining_tdl_main-133_1_3,LeftPartner,orange left the chat,1787591875.3421283
um435zd7,174,5hp0g1va,14-bargaining_tdl_main-136_1_2,LeftPartner,ok ,1787591879.4352627
um435zd7,152,xqjbc668,14-bargaining_tdl_main-130_1_3,RightPartner,It's an easy guarantee of $3.,1787591884.1048446
um435zd7,201,194vm9nk,14-bargaining_tdl_main-137_1_3,LeftPartner,I don't think it did for some reason,1787591884.8132877
um435zd7,200,vxyd48rl,14-bargaining_tdl_main-134_1_3,LeftPartner,I am communicating with you alone,1787591885.235426
um435zd7,162,b15rd1da,14-bargaining_tdl_main-130_1_2,RightPartner,"so will you support me, i support you?",1787591891.502915
um435zd7,185,sflrl5uf,14-bargaining_tdl_main-138_1_2,LeftPartner,Hi Orange!,1787591893.0374527
um435zd7,214,d2obkeke,14-bargaining_tdl_main-138_1_3,LeftPartner,Hi!,1787591893.177314
um435zd7,193,ufkybszm,14-bargaining_tdl_main-133_1_3,LeftPartner,lets form a solid pair and support each other,1787591894.206982
um435zd7,214,d2obkeke,14-bargaining_tdl_main-138_2_3,RightPartner,Hi!,1787591895.9368463
um435zd7,156,7d2fyyjq,14-bargaining_tdl_main-133_1_3,RightPartner,"Okay, I'll support you also.",1787591898.2378998
um435zd7,185,sflrl5uf,14-bargaining_tdl_main-138_1_3,RightPartner,Hi Purple!,1787591899.5286934
um435zd7,189,1rzm6qz5,14-bargaining_tdl_main-138_1_2,RightPartner,hi!,1787591900.5578592
um435zd7,152,xqjbc668,14-bargaining_tdl_main-130_1_2,LeftPartner,Fair enough. Though we're not actually prohibited from talking about each other.,1787591901.2040339
um435zd7,173,j3ogxj1e,14-bargaining_tdl_main-137_1_3,RightPartner,"You are purple, what color am I?",1787591913.0062094
um435zd7,193,ufkybszm,14-bargaining_tdl_main-133_1_3,LeftPartner,thank you,1787591913.9324355
um435zd7,178,becuite9,14-bargaining_tdl_main-129_1_3,LeftPartner,"Oh okay, that's very nice. I'm assuming they paid you very well. Prolific has done wonders for me this year. I paid off almost $15,000 of debt so it was the best lifeline I could get",1787591915.5538726
um435zd7,185,sflrl5uf,14-bargaining_tdl_main-138_1_2,LeftPartner,how is it going today?,1787591916.470137
um435zd7,189,1rzm6qz5,14-bargaining_tdl_main-138_1_2,RightPartner,how;s it going? what do you think is a good strategy?,1787591917.5623133
um435zd7,186,3zmvxg22,14-bargaining_tdl_main-137_2_3,LeftPartner,I will support you and you support me. Then we both get $3 and Yellow gets $0. Are you in? I will keep my promise,1787591919.5506423
um435zd7,189,1rzm6qz5,14-bargaining_tdl_main-138_2_3,LeftPartner,Hi there!,1787591920.9363637
um435zd7,181,gr1mpoq5,14-bargaining_tdl_main-134_1_3,RightPartner,"Since I only have one participant to match with, I will support purple. If you support me as well (Yellow), it appears that we may both be able to earn a bonus. Do you agree?",1787591921.4906
um435zd7,185,sflrl5uf,14-bargaining_tdl_main-138_1_3,RightPartner,how are you today?,1787591923.9298375
um435zd7,214,d2obkeke,14-bargaining_tdl_main-138_1_3,LeftPartner,How are you? I hope you are having a great Monday so far!,1787591925.3786247
um435zd7,202,ft9qw6c8,14-bargaining_tdl_main-136_2_3,LeftPartner,if you support me i will support you,1787591926.8514388
um435zd7,214,d2obkeke,14-bargaining_tdl_main-138_1_3,LeftPartner,I am doing good so far :),1787591935.9867027
um435zd7,207,4citjrt8,14-bargaining_tdl_main-136_2_3,RightPartner,"Hi Orange, I am proposing  a mutual support pair with yellow so we can both secure $3.Thanks!",1787591937.688273
um435zd7,153,y77a4hta,14-bargaining_tdl_main-129_1_3,RightPartner,Geez! I just started in June. I would love to make that kind of money,1787591943.6899447
um435zd7,214,d2obkeke,14-bargaining_tdl_main-138_2_3,RightPartner,How are you!,1787591944.8031852
um435zd7,201,194vm9nk,14-bargaining_tdl_main-137_1_3,LeftPartner,Yellow,1787591949.277722
um435zd7,200,vxyd48rl,14-bargaining_tdl_main-134_1_3,LeftPartner,I will support you as well since Orange left the chat really early.,1787591949.3408327
um435zd7,185,sflrl5uf,14-bargaining_tdl_main-138_1_2,LeftPartner,"I am not sure, I wish there was a way for everyone to get something, but i don't think there is",1787591950.24814
um435zd7,173,j3ogxj1e,14-bargaining_tdl_main-137_1_2,LeftPartner,anyone there?,1787591950.6728938
um435zd7,170,ah8tqquz,14-bargaining_tdl_main-139_1_3,RightPartner,Hello! Good afternoon,1787591953.8827846
um435zd7,189,1rzm6qz5,14-bargaining_tdl_main-138_2_3,LeftPartner,Do you have any plan for a strategy? or I'm not sure what else we are supposed to talk about ?,1787591963.0391166
um435zd7,185,sflrl5uf,14-bargaining_tdl_main-138_1_3,RightPartner,me too! any strategies for this survey?,1787591963.3788304
um435zd7,202,ft9qw6c8,14-bargaining_tdl_main-136_2_3,LeftPartner,okay because we have also discussed the same with yellow,1787591966.2989185
um435zd7,173,j3ogxj1e,14-bargaining_tdl_main-137_1_3,RightPartner,ok.  orange isn't responding to me.  want to partner up?,1787591969.947094
um435zd7,189,1rzm6qz5,14-bargaining_tdl_main-138_1_2,RightPartner,It seems like best case 2 people do,1787591975.830477
um435zd7,201,194vm9nk,14-bargaining_tdl_main-137_2_3,RightPartner,I was thinking of supporting yellow tbh,1787591977.791157
um435zd7,215,69ymz5m9,14-bargaining_tdl_main-139_1_3,LeftPartner,"Good afternoon, how are you?",1787591979.4513195
um435zd7,178,becuite9,14-bargaining_tdl_main-129_1_3,LeftPartner,Oh you just started? Thats awesome! Always be on the lookout for AI studies. They pay really good and they're consistent,1787591983.9159257
um435zd7,201,194vm9nk,14-bargaining_tdl_main-137_1_3,LeftPartner,Sure!,1787591988.1622682
um435zd7,170,ah8tqquz,14-bargaining_tdl_main-139_1_3,RightPartner,"Pretty good, and you? ",1787591991.540507
um435zd7,200,vxyd48rl,14-bargaining_tdl_main-134_1_3,LeftPartner,I am excited on the bonus we are going to get,1787591992.857718
um435zd7,185,sflrl5uf,14-bargaining_tdl_main-138_1_2,LeftPartner,"yeah, best case is for two people to get $3",1787591994.3259451
um435zd7,214,d2obkeke,14-bargaining_tdl_main-138_1_3,LeftPartner,I am honestly not sure how to go about this. Do you have any ideas,1787591995.3910449
um435zd7,181,gr1mpoq5,14-bargaining_tdl_main-134_1_3,RightPartner,"Yes, it appears our only option for proceeding was made for us, and Yellow supporting Purple and Purple supporting Yellow is the only way forward. I hope you're having a nice day!",1787592004.0690591
um435zd7,173,j3ogxj1e,14-bargaining_tdl_main-137_1_3,RightPartner,"ok, I'm hitting next",1787592008.0087864
um435zd7,178,becuite9,14-bargaining_tdl_main-129_1_3,LeftPartner,I try to average around $1250-1500 per month so I can take chunks of debt away ,1787592011.83317
um435zd7,197,llff4hvb,14-bargaining_tdl_main-140_1_3,RightPartner,HI,1787592013.0181212
um435zd7,199,zpqtntya,14-bargaining_tdl_main-140_1_2,RightPartner,are you commited to anyone yet,1787592017.5598257
um435zd7,211,vaon2s6n,14-bargaining_tdl_main-140_1_3,LeftPartner,who are you supporting,1787592023.4256566
um435zd7,215,69ymz5m9,14-bargaining_tdl_main-139_1_3,LeftPartner,"I'm great. What do you think, let's support each other and get the bonus each",1787592028.2600806
um435zd7,214,d2obkeke,14-bargaining_tdl_main-138_2_3,RightPartner,I am not sure how to go about this. Do you have any ideas,1787592028.5707543
um435zd7,197,llff4hvb,14-bargaining_tdl_main-140_1_2,LeftPartner,"HI , Not yet",1787592031.99316
um435zd7,170,ah8tqquz,14-bargaining_tdl_main-139_1_3,RightPartner,"Also I believe this should be easier since, orange dropped out.",1787592032.6527643
um435zd7,185,sflrl5uf,14-bargaining_tdl_main-138_1_3,RightPartner,"i know, there is no way for everyone to get the $3, so someone is going to miss out. but i think its bettr for two people to get $3 instead of no one getting anything",1787592034.006086
um435zd7,199,zpqtntya,14-bargaining_tdl_main-140_2_3,LeftPartner,should we trust them,1787592034.2544205
um435zd7,209,rjt8ef2l,14-bargaining_tdl_main-141_1_2,RightPartner,Who will you support?,1787592034.3014657
um435zd7,170,ah8tqquz,14-bargaining_tdl_main-139_1_3,RightPartner,"Yeah, likewise",1787592036.2783208
um435zd7,189,1rzm6qz5,14-bargaining_tdl_main-138_1_2,RightPartner,"Who would you like to support? I'd rather have 2 people get in than nobody , even if it's not me",1787592036.8171434
um435zd7,220,m1ovpjpb,14-bargaining_tdl_main-141_1_3,LeftPartner,who will you support?,1787592037.8578284
um435zd7,220,m1ovpjpb,14-bargaining_tdl_main-141_2_3,RightPartner,who will you support?,1787592043.01018
um435zd7,164,phsqb4rt,14-bargaining_tdl_main-141_1_2,LeftPartner,HI orange ,1787592043.2468762
um435zd7,209,rjt8ef2l,14-bargaining_tdl_main-141_2_3,LeftPartner,Who will you support?,1787592047.6540754
um435zd7,200,vxyd48rl,14-bargaining_tdl_main-134_1_3,LeftPartner,I am having a nice day. Have a great day too.,1787592049.3881705
um435zd7,164,phsqb4rt,14-bargaining_tdl_main-141_1_3,RightPartner,Hi purple,1787592053.0382419
um435zd7,197,llff4hvb,14-bargaining_tdl_main-140_1_2,LeftPartner,what about you ,1787592053.5694563
um435zd7,199,zpqtntya,14-bargaining_tdl_main-140_1_2,RightPartner,can we not switch at the end,1787592055.518916
um435zd7,185,sflrl5uf,14-bargaining_tdl_main-138_1_2,LeftPartner,"same, i am willing to sit it out if two others can get the $3",1787592055.6150012
um435zd7,209,rjt8ef2l,14-bargaining_tdl_main-141_1_2,RightPartner,Hi Yellow?,1787592057.2782226
um435zd7,199,zpqtntya,14-bargaining_tdl_main-140_1_2,RightPartner,no,1787592060.0030298
um435zd7,211,vaon2s6n,14-bargaining_tdl_main-140_1_3,LeftPartner,let's support each other,1787592062.4357426
um435zd7,153,y77a4hta,14-bargaining_tdl_main-129_1_3,RightPartner,Yes I love those - I get screened out a lot though. I've been making about $400-$600 a month because I have a little one that takes a lot of my time now... but I could definitely try harder and be more proactive. You're inspiring me for sure,1787592064.9260497
um435zd7,214,d2obkeke,14-bargaining_tdl_main-138_1_3,LeftPartner,I agree. There is no reason for everyone to get zero,1787592066.5587971
um435zd7,220,m1ovpjpb,14-bargaining_tdl_main-141_2_3,RightPartner,yellow,1787592076.4594886
um435zd7,189,1rzm6qz5,14-bargaining_tdl_main-138_2_3,LeftPartner,it seems like 2 people max can get it,1787592077.0607934
um435zd7,211,vaon2s6n,14-bargaining_tdl_main-140_2_3,RightPartner,let's give it a try,1787592077.8903277
um435zd7,197,llff4hvb,14-bargaining_tdl_main-140_1_3,RightPartner,sure,1787592082.2574449
um435zd7,194,xkut2f91,14-bargaining_tdl_main-142_1_3,RightPartner,I'm not sure what strategy to take.,1787592082.5963056
um435zd7,209,rjt8ef2l,14-bargaining_tdl_main-141_2_3,LeftPartner,I will support Yellow too,1787592085.2079973
um435zd7,220,m1ovpjpb,14-bargaining_tdl_main-141_1_3,LeftPartner,ok I will support yellow,1787592090.3877928
um435zd7,199,zpqtntya,14-bargaining_tdl_main-140_2_3,LeftPartner,lets team up til the end,1787592091.4976485
um435zd7,185,sflrl5uf,14-bargaining_tdl_main-138_1_3,RightPartner,if we were in person i would do rock paper scissors lol,1787592093.3294578
um435zd7,218,wzvvr8y8,14-bargaining_tdl_main-142_2_3,LeftPartner,so what we doin,1787592095.090853
um435zd7,221,xg1hwrqk,14-bargaining_tdl_main-142_1_3,LeftPartner,Neither do I. What are you thinking of doing?,1787592096.6330152
um435zd7,194,xkut2f91,14-bargaining_tdl_main-142_1_2,LeftPartner,I'm not sure what strategy to take,1787592099.10096
um435zd7,197,llff4hvb,14-bargaining_tdl_main-140_1_2,LeftPartner,"sorry, purple reached out ",1787592102.5594175
um435zd7,164,phsqb4rt,14-bargaining_tdl_main-141_1_2,LeftPartner,So I was thinking about us both supporting each other first with the first pick.,1787592102.9875655
um435zd7,221,xg1hwrqk,14-bargaining_tdl_main-142_2_3,RightPartner,Who are you planning to support?,1787592104.5902538
um435zd7,178,becuite9,14-bargaining_tdl_main-129_1_3,LeftPartner,$600 is still awesome. That's a little over $7000 of extra income that didnt exist per year. You'll get there for sure! :),1787592105.2659245
um435zd7,211,vaon2s6n,14-bargaining_tdl_main-140_2_3,RightPartner,I totally agree,1787592105.755942
